Date,Person,Count,Denomination,Currency,Note
2019-10-16,Noah,2,0.01,USD,
2019-10-18,Zach,1,0.01,USD,
2019-10-22,Zach,1,0.01,USD,
2019-10-22,Zach,1,0.01,USD,
2019-10-23,Dad,1,0.01,USD,
2019-10-26,Dad,1,0.01,USD,
2019-10-28,Zach,1,0.10,USD,
2019-10-29,Zach,1,0.05,USD,
2019-10-30,Zach,1,0.01,USD,
2019-10-31,Zach,1,0.01,USD,
2019-11-11,Dad,1,0.10,USD,
2019-11-11,Zach,1,0.01,USD,
2019-11-12,Zach,1,0.01,USD,
2019-11-12,Zach,1,0.01,USD,
2019-11-13,Zach,1,0.01,USD,
2019-11-17,Zach,1,0.01,USD,
2019-11-17,Zach,1,0.01,USD,
2019-11-22,Zach,1,0.01,USD,
2019-11-22,Zach,1,0.01,USD,
2019-11-22,Zach,1,0.01,USD,
2019-11-24,Zach,1,0.01,USD,
2019-11-25,Zach,1,0.01,USD,
2019-11-25,Zach,1,0.01,USD,
2019-11-26,Dad,1,0.01,USD,
2019-12-01,Zach,1,0.10,USD,
2019-12-03,Zach,1,0.10,USD,
2019-12-04,Zach,1,0.01,USD,
2019-12-04,Zach,1,0.01,USD,
2019-12-05,Noah,1,0.01,USD,
2019-12-05,Zach,1,0.01,USD,
2019-12-06,Zach,1,0.01,USD,
2019-12-07,Zach,1,0.01,USD,
2019-12-08,Dad,1,0.01,USD,
2019-12-11,Dad,1,0.05,USD,"Blurry, unlabelled"
2019-12-14,Zach,1,0.01,USD,Posted a day late
2019-12-15,Zach,1,0.01,USD,
2019-12-15,Zach,1,0.01,USD,
2019-12-15,Zach,1,0.01,USD,
2019-12-16,Zach,1,0.01,USD,
2019-12-17,Zach,1,0.01,USD,
2019-12-18,Zach,1,0.01,USD,
2019-12-20,Dad,1,0.01,USD,
2019-12-22,Noah,1,0.01,USD,
2019-12-27,Dad,1,0.25,USD,
2019-12-31,Zach,1,0.01,USD,
2020-01-02,Zach,1,0.01,USD,
2020-01-02,Zach,1,0.01,USD,
2020-01-03,Zach,1,0.01,USD,
2020-01-04,Zach,29,0.01,USD,
2020-01-04,Zach,1,0.10,USD,
2020-01-04,Zach,1,0.01,USD,
2020-01-04,Zach,1,0.01,USD,
2020-01-05,Zach,1,0.05,USD,
2020-01-08,Zach,1,0.01,USD,Missing from messages backup
2020-01-08,Zach,1,0.01,USD,Missing from messages backup
2020-01-08,Zach,1,0.10,USD,Missing from messages backup
2020-01-09,Dad,1,0.01,USD,
2020-01-09,Dad,1,0.01,USD,
2020-01-10,Zach,1,0.01,USD,
2020-01-12,Zach,1,0.05,USD,
2020-01-12,Zach,1,0.10,USD,
2020-01-15,Zach,2,0.01,USD,
2020-01-15,Zach,1,0.01,USD,
2020-01-17,Zach,1,0.01,USD,
2020-01-22,Noah,1,0.05,USD,
2020-01-23,Zach,1,0.01,USD,
2020-01-29,Zach,1,0.01,USD,
2020-01-29,Zach,1,0.01,USD,
2020-01-30,Zach,5,0.01,USD,
2020-02-01,Zach,1,0.01,USD,
2020-02-02,Zach,1,0.01,USD,
2020-02-04,Zach,1,0.01,USD,
2020-02-06,Zach,1,0.01,USD,
2020-02-06,Zach,1,0.01,USD,
2020-02-07,Noah,1,0.01,USD,
2020-02-08,Zach,2,0.01,USD,
2020-02-11,Zach,1,0.10,USD,
2020-02-14,Dad,1,0.01,USD,
2020-02-14,Dad,1,0.01,USD,
2020-02-14,Zach,1,0.01,USD,
2020-02-15,Zach,1,0.01,USD,
2020-02-15,Zach,2,0.01,USD,"Guest shoe, Alison"
2020-02-17,Zach,1,0.05,USD,
2020-02-17,Zach,1,0.01,USD,In a door frame
2020-02-18,Zach,1,0.01,USD,
2020-02-18,Zach,2,0.01,USD,
2020-02-21,Zach,1,0.01,USD,
2020-02-22,Zach,1,0.01,USD,
2020-02-23,Zach,5,0.01,USD,
2020-02-26,Zach,1,0.10,USD,
2020-02-26,Zach,1,0.01,USD,
2020-02-27,Zach,2,0.01,USD,
2020-02-27,Zach,1,0.01,USD,
2020-02-27,Zach,1,0.10,USD,
2020-02-28,Zach,1,0.01,USD,
2020-02-29,Zach,1,0.05,USD,
2020-03-01,Noah,1,0.01,USD,
2020-03-01,Noah,1,0.01,USD,
2020-03-03,Zach,1,0.01,USD,
2020-03-04,Zach,1,0.01,USD,
2020-03-06,Zach,1,0.01,USD,
2020-03-08,Zach,1,0.01,USD,
2020-03-13,Noah,1,0.01,USD,
2020-03-13,Noah,1,0.05,USD,
2020-03-13,Zach,1,0.01,USD,
2020-03-16,Zach,1,0.01,USD,
2020-03-16,Zach,1,0.01,USD,
2020-03-21,Zach,1,0.01,USD,
2020-03-25,Zach,1,0.25,USD,
2020-03-27,Zach,1,0.01,USD,
2020-03-28,Zach,1,0.01,USD,
2020-04-04,Mom,1,0.01,USD,
2020-04-06,Zach,1,0.01,USD,
2020-04-09,Zach,1,0.25,USD,
2020-04-10,Zach,1,0.01,USD,
2020-04-10,Zach,1,0.10,USD,
2020-04-13,Zach,1,0.01,USD,
2020-04-14,Zach,1,0.01,USD,
2020-04-20,Zach,1,0.10,USD,
2020-04-24,Zach,1,0.01,USD,
2020-04-28,Zach,1,0.05,USD,
2020-04-29,Zach,1,0.05,USD,
2020-04-30,Zach,1,0.01,USD,
2020-04-30,Zach,1,0.01,USD,
2020-05-02,Zach,1,0.01,USD,
2020-05-02,Zach,2,0.25,USD,
2020-05-03,Zach,1,0.05,USD,
2020-05-03,Zach,2,0.01,USD,
2020-05-05,Zach,1,0.01,USD,
2020-05-11,Zach,1,0.01,USD,
2020-05-15,Zach,1,0.01,USD,
2020-05-16,Zach,1,0.01,USD,
2020-05-19,Zach,1,0.01,USD,
2020-05-19,Zach,1,0.01,USD,
2020-05-19,Zach,1,0.01,USD,
2020-05-19,Zach,1,0.01,USD,
2020-05-22,Zach,1,0.01,USD,
2020-05-22,Zach,1,0.01,USD,
2020-05-25,Zach,1,0.10,USD,
2020-05-27,Zach,1,0.01,USD,
2020-05-27,Zach,1,0.01,USD,
2020-05-29,Dad,1,0.01,USD,
2020-05-29,Dad,1,0.05,USD,
2020-05-30,Zach,1,0.01,USD,
2020-05-30,Zach,2,0.01,USD,
2020-06-02,Zach,2,0.25,USD,
2020-06-02,Zach,2,0.01,USD,
2020-06-03,Zach,1,0.01,USD,
2020-06-04,Zach,1,0.10,USD,
2020-06-10,Zach,6,0.01,USD,
2020-06-13,Zach,1,0.01,USD,
2020-06-13,Zach,1,0.01,USD,
2020-06-15,Zach,1,0.01,USD,
2020-06-16,Zach,1,0.01,USD,
2020-06-21,Dad,1,1.00,USD,
2020-06-21,Mom,1,0.01,USD,
2020-06-21,Mom,1,0.01,USD,Sent from dad's phone
2020-06-21,Mom,1,0.10,USD,Sent from dad's phone
2020-06-21,Zach,4,0.01,USD,
2020-06-21,Zach,1,0.01,USD,
2020-06-22,Zach,1,0.01,USD,
2020-06-25,Zach,1,0.01,USD,
2020-06-25,Zach,1,0.01,USD,
2020-06-27,Zach,1,0.10,USD,
2020-06-30,Zach,1,0.01,USD,
2020-07-01,Zach,1,0.01,USD,
2020-07-01,Zach,1,0.01,USD,
2020-07-01,Zach,1,0.01,USD,
2020-07-03,Zach,1,0.01,USD,
2020-07-03,Dad,1,0.05,USD,
2020-07-03,Zach,1,0.25,USD,
2020-07-08,Zach,1,0.01,USD,
2020-07-08,Dad,1,0.01,USD,
2020-07-11,Dad,1,0.01,USD,
2020-07-12,Zach,1,0.01,USD,
2020-07-19,Dad,1,0.01,USD,
2020-07-19,Zach,1,0.01,USD,
2020-07-20,Zach,1,0.01,USD,
2020-07-23,Dad,1,0.10,USD,
2020-07-26,Zach,1,0.01,USD,
2020-07-27,Zach,1,0.01,USD,
2020-07-30,Dad,1,0.01,USD,
2020-07-31,Zach,1,0.25,USD,
2020-07-31,Dad,1,0.25,USD,
2020-07-31,Zach,1,0.10,USD,
2020-08-01,Dad,1,0.01,USD,
2020-08-04,Zach,1,0.01,USD,
2020-08-04,Zach,6,0.01,USD,
2020-08-04,Zach,1,0.01,USD,
2020-08-04,Zach,16,0.01,USD,
2020-08-08,Zach,1,0.10,USD,
2020-08-12,Noah,1,0.01,USD,
2020-08-13,Dad,1,0.10,USD,
2020-08-13,Dad,1,0.01,USD,
2020-08-15,Dad,1,0.01,USD,
2020-08-17,Dad,1,0.05,USD,
2020-08-19,Dad,1,0.10,USD,
2020-08-21,Zach,1,0.01,USD,
2020-08-21,Zach,1,0.01,USD,
2020-08-21,Zach,1,0.01,USD,
2020-08-21,Zach,1,0.01,USD,
2020-08-21,Zach,1,0.05,USD,
2020-08-22,Zach,1,0.01,USD,
2020-08-25,Dad,1,0.01,USD,
2020-08-27,Noah,1,0.01,USD,
2020-08-27,Zach,1,0.10,USD,
2020-08-27,Zach,1,0.10,USD,
2020-08-27,Zach,1,0.01,USD,
2020-08-27,Noah,1,0.01,USD,
2020-08-27,Zach,1,0.01,USD,
2020-08-27,Zach,1,0.10,USD,
2020-08-30,Zach,1,0.01,USD,
2020-08-31,Dad,1,0.01,USD,
2020-09-01,Zach,1,0.10,USD,
2020-09-01,Zach,1,0.01,USD,
2020-09-04,Dad,1,0.01,USD,
2020-09-04,Dad,1,0.05,USD,
2020-09-05,Dad,1,0.25,USD,
2020-09-16,Dad,1,0.01,USD,
2020-09-18,Noah,1,0.01,USD,
2020-09-18,Noah,1,0.05,USD,
2020-09-18,Mom,1,0.01,USD,Reported through Noah
2020-09-21,Zach,1,0.25,USD,
2020-09-25,Zach,1,0.10,USD,
2020-09-26,Dad,1,0.01,USD,
2020-10-05,Zach,1,0.01,USD,
2020-10-05,Zach,1,0.05,USD,
2020-10-05,Zach,1,0.01,USD,
2020-10-05,Zach,1,0.05,USD,
2020-10-05,Zach,1,0.01,USD,
2020-10-05,Zach,2,0.01,USD,
2020-10-07,Zach,1,0.01,USD,
2020-10-09,Zach,1,0.01,USD,
2020-10-09,Zach,1,0.01,USD,
2020-10-09,Zach,1,0.01,USD,
2020-10-10,Zach,1,0.01,USD,
2020-10-10,Zach,1,0.01,USD,
2020-10-12,Zach,1,0.01,USD,
2020-10-12,Zach,1,0.01,USD,
2020-10-12,Zach,1,0.01,USD,
2020-10-15,Noah,1,0.01,USD,
2020-10-16,Zach,1,0.01,USD,
2020-10-16,Dad,1,0.01,USD,
2020-10-18,Zach,1,0.01,USD,
2020-10-18,Zach,1,0.01,USD,
2020-10-20,Dad,1,0.01,USD,
2020-10-24,Zach,1,0.01,USD,
2020-10-30,Zach,1,0.01,USD,
2020-11-03,Dad,1,0.10,USD,
2020-11-03,Zach,1,0.25,USD,
2020-11-05,Zach,1,0.01,USD,
2020-11-08,Zach,1,0.01,USD,
2020-11-11,Zach,1,0.01,USD,
2020-11-12,Zach,1,0.01,USD,
2020-11-12,Zach,1,0.05,USD,
2020-11-12,Zach,1,0.01,USD,
2020-11-12,Zach,1,0.01,USD,
2020-11-13,Zach,1,0.10,USD,
2020-11-13,Zach,1,0.01,USD,
2020-11-13,Zach,2,0.01,USD,
2020-11-13,Zach,1,0.01,USD,
2020-11-13,Zach,6,0.01,USD,
2020-11-14,Zach,1,0.01,USD,
2020-11-14,Zach,1,0.01,USD,
2020-11-19,Dad,1,0.10,USD,
2020-11-19,Zach,1,0.01,USD,
2020-11-20,Dad,1,0.01,USD,
2020-11-20,Dad,1,0.01,USD,
2020-11-21,Zach,1,0.01,USD,
2020-11-21,Zach,1,0.01,USD,
2020-11-21,Zach,1,0.01,USD,
2020-11-23,Zach,1,0.01,USD,
2020-11-23,Dad,1,0.01,USD,
2020-11-24,Zach,1,0.10,USD,
2020-11-28,Dad,2,0.25,USD,
2020-11-28,Zach,1,0.01,USD,
2020-11-28,Dad,1,0.01,USD,
2020-12-02,Zach,1,0.01,USD,
2020-12-04,Zach,1,0.01,USD,
2020-12-07,Zach,1,0.01,USD,
2020-12-08,Zach,1,0.01,USD,
2020-12-09,Zach,1,0.01,USD,
2020-12-10,Zach,1,0.05,USD,
2020-12-13,Zach,1,0.01,USD,
2020-12-15,Zach,1,0.01,USD,
2020-12-18,Zach,2,0.01,USD,
2020-12-19,Zach,1,0.05,USD,
2020-12-20,Zach,1,0.01,USD,
2020-12-20,Zach,1,0.01,USD,
2020-12-21,Noah,1,0.01,USD,
2020-12-21,Zach,1,0.01,USD,
2020-12-26,Dad,1,0.25,USD,
2020-12-30,Zach,1,0.01,USD,
2021-01-02,Zach,1,0.01,USD,
2021-01-05,Zach,1,0.01,USD,
2021-01-06,Zach,1,0.01,USD,
2021-01-10,Zach,1,0.10,USD,
2021-01-11,Zach,1,0.01,USD,
2021-01-13,Noah,1,0.01,USD,
2021-01-14,Dad,1,0.01,USD,
2021-01-15,Dad,1,0.10,USD,
2021-01-15,Zach,1,0.01,USD,
2021-01-16,Zach,1,0.01,USD,
2021-01-16,Zach,1,0.01,USD,
2021-01-16,Zach,1,0.01,USD,
2021-01-16,Zach,1,0.01,USD,
2021-01-23,Zach,1,0.01,USD,
2021-01-23,Dad,1,0.10,USD,
2021-01-23,Zach,1,0.01,USD,
2021-01-24,Zach,1,0.01,USD,
2021-01-24,Zach,1,0.01,USD,
2021-01-24,Zach,1,0.01,USD,
2021-01-24,Zach,1,0.01,USD,
2021-01-24,Zach,1,0.01,USD,
2021-01-24,Zach,1,0.01,USD,
2021-01-24,Zach,1,0.01,USD,
2021-01-30,Zach,1,0.01,USD,
2021-01-30,Zach,1,0.05,USD,
2021-02-01,Zach,2,0.01,USD,
2021-02-01,Zach,1,0.10,USD,
2021-02-06,Noah,1,0.01,USD,
2021-02-08,Zach,1,0.01,USD,
2021-02-13,Zach,1,0.01,USD,
2021-02-17,Zach,1,0.01,USD,
2021-02-18,Zach,1,0.01,USD,
2021-02-19,Dad,1,0.25,USD,
2021-02-20,Zach,1,0.01,USD,
2021-02-22,Zach,1,0.01,USD,
2021-02-22,Mom,2,0.01,USD,
2021-02-23,Noah,1,0.01,USD,
2021-02-23,Noah,1,0.01,USD,
2021-02-23,Zach,1,0.10,USD,
2021-02-26,Zach,1,0.01,USD,
2021-02-26,Zach,1,0.01,USD,
2021-03-03,Dad,1,0.01,USD,
2021-03-05,Zach,1,0.01,USD,
2021-03-07,Dad,1,0.25,USD,
2021-03-10,Zach,1,0.05,USD,
2021-03-10,Mom,1,0.01,USD,Sent on Zach's phone
2021-03-11,Zach,1,0.01,USD,
2021-03-12,Zach,1,0.01,USD,
2021-03-13,Dad,1,0.01,USD,
2021-03-13,Zach,1,0.01,USD,
2021-03-14,Mom,2,0.10,USD,
2021-03-14,Dad,2,0.01,USD,
2021-03-14,Dad,2,0.10,USD,
2021-03-15,Zach,1,0.01,USD,
2021-03-15,Zach,1,0.10,USD,
2021-03-19,Zach,1,0.05,UNK,"Unknown, has a crown, script R and ""IX"""
2021-03-20,Zach,1,0.10,USD,
2021-03-20,Zach,1,0.01,USD,
2021-03-20,Zach,1,0.01,USD,
2021-03-20,Zach,1,0.01,USD,
2021-03-22,Dad,1,0.01,USD,
2021-03-22,Zach,1,0.10,USD,
2021-03-26,Zach,1,0.01,USD,
2021-04-02,Zach,1,0.01,USD,
2021-04-02,Dad,1,0.01,USD,
2021-04-07,Noah,1,0.01,USD,
2021-04-07,Dad,1,0.10,USD,
2021-04-08,Dad,1,0.01,USD,
2021-04-09,Dad,1,0.10,USD,
2021-04-12,Zach,1,0.10,USD,
2021-04-15,Zach,1,0.01,USD,
2021-04-16,Mom,1,0.01,USD,
2021-04-17,Zach,1,0.01,USD,
2021-04-18,Zach,1,0.01,USD,
2021-04-20,Dad,1,0.01,USD,
2021-04-21,Zach,1,0.01,USD,
2021-04-23,Zach,1,0.01,USD,
2021-04-23,Zach,3,0.01,USD,
2021-04-23,Zach,1,0.01,USD,
2021-04-24,Zach,1,0.05,USD,
2021-04-28,Zach,1,0.25,USD,
2021-05-03,Dad,1,0.01,USD,
2021-05-07,Dad,1,0.01,USD,
2021-05-07,Dad,1,0.01,USD,
2021-05-08,Zach,1,0.01,USD,
2021-05-10,Zach,19,0.01,USD,
2021-05-12,Zach,1,0.01,USD,
2021-05-13,Zach,1,0.01,USD,
2021-05-16,Mom,1,0.01,USD,
2021-05-17,Zach,1,0.01,USD,
2021-05-21,Noah,1,0.25,USD,
2021-05-21,Noah,1,0.01,USD,
2021-05-23,Dad,1,0.25,USD,
2021-05-23,Zach,1,0.01,USD,
2021-05-24,Dad,1,0.01,USD,
2021-05-28,Dad,1,0.10,USD,
2021-05-30,Dad,1,0.05,USD,
2021-05-31,Dad,1,0.25,USD,
2021-05-31,Zach,1,0.01,UNK,Squished souvenir penny from Muir Woods
2021-06-01,Dad,1,0.01,USD,
2021-06-03,Zach,1,0.01,USD,
2021-06-03,Zach,1,0.25,USD,
2021-06-04,Dad,1,0.01,USD,
2021-06-04,Zach,1,0.01,USD,
2021-06-04,Zach,1,0.01,USD,
2021-06-07,Zach,2,0.01,USD,
2021-06-09,Noah,1,0.01,USD,
2021-06-10,Zach,1,0.01,USD,
2021-06-10,Dad,1,0.25,USD,
2021-06-10,Zach,2,0.01,USD,
2021-06-10,Zach,1,0.01,USD,
2021-06-10,Zach,1,0.01,USD,
2021-06-13,Zach,1,0.25,USD,
2021-06-14,Dad,1,0.01,USD,
2021-06-15,Zach,1,0.01,USD,
2021-06-15,Dad,1,0.01,USD,
2021-06-19,Zach,1,0.25,USD,
2021-06-19,Dad,1,0.01,USD,
2021-06-19,Dad,1,0.01,USD,
2021-06-20,Mom,1,0.01,USD,
2021-06-25,Zach,1,0.01,USD,
2021-06-28,Dad,1,0.01,USD,
2021-06-28,Zach,1,0.01,USD,
2021-06-28,Zach,1,0.01,USD,
2021-07-02,Zach,1,0.01,USD,
2021-07-02,Zach,1,0.25,USD,
2021-07-02,Zach,1,0.01,USD,
2021-07-03,Zach,1,0.05,USD,
2021-07-03,Zach,3,0.05,USD,
2021-07-04,Zach,1,0.01,USD,
2021-07-09,Dad,1,0.01,USD,
2021-07-14,Dad,1,0.10,USD,
2021-07-15,Mom,1,0.10,USD,
2021-07-16,Noah,1,0.05,USD,
2021-07-19,Dad,1,0.01,USD,
2021-07-19,Zach,1,0.01,USD,
2021-07-20,Zach,1,0.10,USD,
2021-07-20,Noah,1,0.10,USD,
2021-07-21,Zach,1,0.01,USD,
2021-07-23,Zach,2,0.01,USD,
2021-07-23,Zach,1,0.01,USD,
2021-07-27,Dad,1,0.01,USD,
2021-08-01,Zach,1,0.01,USD,
2021-08-04,Zach,1,0.05,USD,
2021-08-04,Zach,1,0.01,USD,
2021-08-06,Zach,1,0.01,USD,
2021-08-09,Zach,1,0.01,USD,
2021-08-17,Zach,1,0.01,USD,
2021-08-25,Zach,1,0.01,USD,
2021-08-27,Mom,1,0.01,USD,
2021-08-27,Zach,2,0.01,USD,
2021-08-27,Zach,1,0.01,USD,
2021-08-28,Dad,1,0.01,USD,
2021-08-28,Zach,5,0.01,USD,
2021-08-31,Zach,1,0.25,USD,
2021-08-31,Zach,1,0.01,USD,
2021-09-02,Zach,1,0.01,USD,
2021-09-04,Dad,2,0.01,USD,
2021-09-04,Dad,2,0.10,USD,
2021-09-05,Zach,1,0.01,USD,
2021-09-05,Zach,2,0.01,USD,
2021-09-11,Mom,3,0.01,USD,
2021-09-13,Noah,1,0.01,USD,
2021-09-13,Zach,51,0.01,USD,
2021-09-13,Zach,1,0.05,USD,
2021-09-13,Zach,1,0.10,USD,
2021-09-15,Zach,1,0.01,USD,
2021-09-19,Dad,1,0.05,USD,
2021-09-20,Zach,1,0.01,USD,
2021-09-21,Zach,1,0.01,USD,
2021-09-21,Zach,1,0.25,USD,
2021-09-22,Zach,1,0.10,USD,
2021-09-23,Zach,1,0.25,USD,
2021-09-26,Dad,1,0.01,USD,
2021-09-26,Dad,1,0.10,USD,
2021-09-29,Zach,1,0.01,USD,
2021-10-01,Zach,1,0.01,USD,
2021-10-01,Zach,1,0.01,USD,
2021-10-06,Zach,1,0.01,USD,
2021-10-06,Zach,1,0.01,USD,
2021-10-06,Zach,1,0.01,USD,
2021-10-13,Zach,1,0.01,USD,
2021-10-14,Zach,1,0.01,USD,
2021-10-15,Zach,1,0.01,USD,
2021-10-15,Zach,1,0.01,USD,
2021-10-17,Zach,1,0.25,USD,
2021-10-18,Dad,1,0.10,USD,
2021-10-20,Mom,1,0.25,USD,
2021-10-21,Noah,1,0.10,USD,
2021-10-24,Zach,3,0.01,USD,
2021-10-27,Zach,1,0.01,USD,
2021-10-28,Zach,1,0.25,USD,
2021-10-28,Zach,1,0.01,USD,
2021-10-31,Dad,1,0.05,USD,
2021-11-01,Zach,1,0.01,USD,
2021-11-01,Dad,1,0.01,USD,
2021-11-02,Noah,1,0.01,USD,
2021-11-04,Zach,2,0.25,USD,
2021-11-05,Zach,1,0.01,USD,
2021-11-06,Zach,1,0.10,USD,
2021-11-09,Zach,1,0.25,USD,
2021-11-09,Mom,1,0.25,USD,"No idea what this is, blurry photo no description"
2021-11-10,Noah,1,0.05,USD,
2021-11-11,Zach,1,0.10,USD,
2021-11-13,Zach,1,0.01,USD,
2021-11-16,Zach,1,0.01,USD,
2021-11-18,Zach,1,0.01,USD,
2021-11-20,Zach,3,0.01,USD,
2021-11-20,Zach,1,0.01,USD,
2021-11-21,Zach,1,0.01,USD,
2021-11-23,Zach,1,0.10,USD,
2021-11-24,Zach,1,0.01,USD,
2021-11-25,Zach,1,0.01,USD,
2021-11-29,Zach,1,0.01,USD,
2021-11-29,Zach,1,0.01,USD,
2021-12-01,Zach,1,0.01,USD,
2021-12-01,Dad,1,0.10,USD,
2021-12-02,Zach,1,0.05,USD,
2021-12-04,Zach,1,0.01,USD,
2021-12-04,Mom,1,0.01,USD,
2021-12-05,Mom,1,0.01,USD,
2021-12-06,Zach,1,0.01,USD,
2021-12-06,Zach,1,0.01,USD,
2021-12-07,Zach,1,0.10,USD,
2021-12-09,Zach,1,0.01,USD,
2021-12-11,Zach,1,0.01,USD,
2021-12-11,Zach,1,0.01,USD,
2021-12-12,Zach,1,0.01,USD,
2021-12-12,Noah,2,0.01,USD,
2021-12-14,Zach,1,0.01,USD,
2021-12-16,Zach,1,0.01,USD,
2021-12-16,Zach,1,0.01,USD,
2021-12-17,Zach,1,0.01,USD,
2021-12-17,Zach,4,0.01,USD,
2021-12-19,Dad,2,0.25,USD,
2021-12-19,Dad,3,0.05,USD,
2021-12-21,Zach,1,0.01,USD,
2021-12-23,Zach,1,0.25,CAD,
2021-12-26,Zach,1,0.01,USD,
2021-12-28,Noah,1,0.01,USD,
2021-12-30,Zach,2,0.10,USD,
2021-12-30,Dad,1,0.01,USD,
2021-12-31,Zach,1,0.01,USD,
2021-12-31,Zach,1,0.01,USD,
2021-12-31,Zach,2,0.01,USD,
2022-01-01,Zach,1,0.05,USD,
2022-01-01,Noah,4,0.01,USD,
2022-01-02,Zach,1,0.01,USD,
2022-01-02,Dad,1,0.01,USD,
2022-01-02,Dad,1,0.01,USD,
2022-01-04,Zach,1,0.01,USD,
2022-01-05,Zach,1,0.10,USD,
2022-01-07,Zach,1,0.05,USD,
2022-01-09,Zach,1,0.01,USD,
2022-01-09,Zach,1,0.10,USD,
2022-01-11,Zach,1,0.01,USD,
2022-01-13,Zach,2,0.25,USD,
2022-01-13,Zach,1,0.01,USD,
2022-01-13,Dad,1,0.01,USD,
2022-01-13,Dad,1,0.05,USD,
2022-01-14,Zach,4,0.01,USD,
2022-01-15,Mom,1,0.01,USD,
2022-01-16,Zach,1,0.01,USD,
2022-01-17,Zach,1,0.01,USD,
2022-01-18,Zach,1,0.01,USD,
2022-01-23,Zach,1,0.01,USD,
2022-01-23,Zach,1,0.25,USD,
2022-01-24,Zach,1,0.01,USD,
2022-01-24,Zach,1,0.01,USD,
2022-01-24,Zach,1,0.01,USD,
2022-01-25,Zach,1,0.10,USD,
2022-01-27,Zach,1,0.01,USD,
2022-01-27,Zach,1,0.01,USD,
2022-01-28,Zach,1,0.01,USD,
2022-01-28,Zach,1,0.10,USD,
2022-01-28,Zach,1,0.01,USD,
2022-01-30,Dad,1,0.01,USD,
2022-01-30,Mom,1,0.01,USD,
2022-01-31,Dad,1,0.01,USD,
2022-02-01,Dad,1,0.05,USD,
2022-02-03,Zach,1,0.01,USD,
2022-02-04,Zach,1,0.10,USD,
2022-02-05,Zach,1,0.01,USD,
2022-02-05,Zach,1,0.01,USD,
2022-02-06,Dad,1,0.05,USD,
2022-02-06,Zach,1,0.01,USD,
2022-02-06,Dad,1,0.10,USD,
2022-02-07,Zach,2,0.10,USD,
2022-02-07,Zach,1,0.05,USD,
2022-02-07,Zach,1,0.01,USD,
2022-02-08,Dad,1,0.01,USD,
2022-02-08,Zach,1,0.10,USD,
2022-02-08,Zach,1,0.01,USD,
2022-02-09,Dad,1,0.01,USD,
2022-02-09,Dad,1,0.01,USD,
2022-02-10,Zach,1,0.01,USD,
2022-02-11,Mom,1,0.01,USD,
2022-02-13,Zach,1,0.25,USD,
2022-02-17,Dad,1,0.01,USD,
2022-02-18,Zach,1,0.01,USD,
2022-02-19,Dad,2,0.01,USD,
2022-02-21,Zach,1,0.10,USD,
2022-02-22,Zach,1,0.10,USD,
2022-02-22,Zach,1,0.01,USD,
2022-02-22,Zach,1,0.01,USD,
2022-02-24,Zach,1,0.10,USD,
2022-02-25,Zach,8,0.01,USD,
2022-02-27,Dad,1,0.01,USD,
2022-03-02,Dad,1,0.10,USD,
2022-03-04,Zach,1,0.01,USD,
2022-03-04,Dad,1,0.10,USD,
2022-03-05,Dad,1,0.05,EUR,From Spain
2022-03-05,Zach,1,0.10,USD,
2022-03-08,Zach,1,0.01,USD,
2022-03-09,Meghan,1,0.01,USD,
2022-03-10,Zach,1,0.01,USD,
2022-03-12,Dominica,1,0.10,USD,
2022-03-13,Zach,1,0.05,USD,
2022-03-13,Zach,1,0.25,USD,
2022-03-14,Zach,1,0.01,USD,
2022-03-16,Zach,1,0.01,USD,
2022-03-16,Zach,1,0.01,USD,
2022-03-17,Zach,1,0.25,USD,
2022-03-19,Zach,1,0.01,USD,
2022-03-19,Zach,1,0.01,USD,
2022-03-25,Zach,1,0.01,USD,
2022-03-26,Zach,1,0.01,USD,
2022-03-26,Noah,1,0.05,USD,
2022-03-26,Noah,2,0.01,USD,
2022-03-26,Noah,1,0.10,USD,
2022-03-28,Zach,1,0.01,USD,
2022-03-28,Zach,1,0.10,USD,
2022-03-29,Dad,1,0.10,USD,
2022-03-30,Zach,1,0.05,USD,
2022-03-31,Zach,1,0.01,USD,
2022-03-31,Zach,1,0.01,USD,
2022-04-01,Zach,1,0.01,USD,
2022-04-03,Zach,1,0.01,USD,
2022-04-05,Zach,1,0.01,USD,
2022-04-06,Dad,5,0.01,USD,"""last night's haul"" from 04/07"
2022-04-09,Zach,1,0.01,USD,
2022-04-11,Dominica,1,0.01,USD,
2022-04-12,Zach,1,0.01,USD,"stuck in gum, mom said it counts"
2022-04-13,Dad,1,0.01,USD,
2022-04-15,Zach,1,0.01,USD,
2022-04-16,Zach,2,0.10,USD,
2022-04-17,Zach,1,0.01,USD,
2022-04-21,Brian,17,0.01,USD,
2022-04-22,Dad,1,0.01,USD,
2022-04-23,Zach,1,0.01,USD,
2022-04-23,Zach,1,0.01,USD,
2022-04-25,Dad,2,0.01,USD,
2022-04-28,Mom,1,0.10,USD,
2022-04-29,Dominica,1,0.01,USD,
2022-04-30,Dad,1,0.10,USD,
2022-05-01,Dominica,1,0.10,USD,
2022-05-04,Mom,1,0.01,USD,
2022-05-06,Zach,2,0.25,USD,
2022-05-06,Zach,2,0.05,USD,
2022-05-06,Zach,1,0.01,USD,
2022-05-10,Zach,1,0.01,USD,"Colored like a penny, too scratched to confirm"
2022-05-11,Zach,1,0.01,USD,
